Time_in_ms	MagX	MagY	MagZ	Bearing
1683282	215.62	22.14	127.02	5.86
1683558	203.47	41.11	127.02	11.42
1683832	189.81	36.37	142.90	10.85
1684107	197.40	47.44	122.48	13.51
1684382	186.77	68.00	115.68	20.01
1684658	173.10	69.58	108.87	21.90
1684935	153.36	58.51	124.75	20.88
1685210	119.96	83.81	115.68	34.94
1685484	98.70	102.79	111.14	46.16
1685760	77.44	109.11	93.00	54.64
1686035	80.48	102.79	93.00	51.94
1686309	89.59	115.44	88.46	52.19
1686584	51.63	75.91	108.87	55.78
1686859	10.63	77.49	106.61	82.19
1687133	-1.52	68.00	133.82	91.28
1687408	-10.63	55.35	138.36	100.87
1687683	-37.96	55.35	115.68	124.45
1687956	-65.30	42.70	106.61	146.82
1688230	-68.33	30.05	111.14	156.27
1688505	-68.33	30.05	115.68	156.27
1688781	-59.22	26.88	115.68	155.59
1689055	-53.15	20.56	120.22	158.85
1689330	-44.04	39.53	106.61	138.09
1689605	-59.22	42.70	115.68	144.21
1689879	-51.63	47.44	122.48	137.42
1690156	-34.93	49.02	106.61	125.47
1690430	-6.08	44.28	131.56	97.81
1690707	-30.37	60.09	113.41	116.81
1690983	-16.71	77.49	93.00	102.17
1691257	-24.30	69.58	104.34	109.25
1691533	-15.19	66.42	95.27	102.88
1691807	9.11	66.42	104.34	82.19
1692084	6.07	75.91	131.56	85.43
1692360	24.29	91.72	117.95	75.16
1692636	21.26	88.56	117.95	76.50
1692911	27.33	94.88	99.80	73.93
1693186	33.40	104.37	104.34	72.25
1693461	37.96	96.46	102.07	68.52
1693737	50.11	102.79	111.14	64.01
1694014	50.11	99.63	102.07	63.30
1694290	45.55	104.37	122.48	66.42
1694567	57.70	91.72	99.80	57.83
1694841	69.85	110.70	113.41	57.75
1695116	66.81	85.39	127.02	51.96
1695392	77.44	96.46	102.07	51.24
1695668	80.48	93.30	106.61	49.22
1695943	75.92	98.04	95.27	52.25
1696221	69.85	98.04	113.41	54.53
1696498	54.66	117.02	113.41	64.96
1696774	60.74	113.86	95.27	61.92
1697049	71.37	83.81	106.61	49.59
1697325	98.70	83.81	120.22	40.34
1697600	113.88	61.67	138.36	28.44
1697874	101.74	86.98	142.90	40.53
1698158	75.92	136.00	99.80	60.83
1698433	62.26	112.28	88.46	60.99
1698707	83.51	128.09	102.07	56.90
1698982	95.66	109.11	88.46	48.76
1699257	100.22	113.86	90.73	48.65
1699532	116.92	112.28	120.22	43.84
1699807	109.33	98.04	127.02	41.89
1700083	115.40	113.86	95.27	44.61
1700359	159.44	93.30	111.14	30.34
1700633	241.44	39.53	111.14	9.30
1700910	221.70	18.98	127.02	4.89
1701185	192.85	52.18	120.22	15.14
1701459	150.33	93.30	106.61	31.83
1701737	92.63	115.44	74.85	51.26
1702011	53.14	99.63	93.00	61.92
1702287	18.22	101.21	117.95	79.79
1702561	31.89	77.49	111.14	67.63
1702835	19.74	74.32	115.68	75.13
1703108	-19.74	61.67	124.75	107.75
1703384	-39.48	63.25	99.80	121.97
1703660	-47.08	42.70	97.53	137.79
1703936	-39.48	50.60	104.34	127.96
1704211	-53.15	55.35	120.22	133.84
1704484	-37.96	55.35	111.14	124.45
1704760	-47.08	68.00	97.53	124.69
1705034	-36.45	75.91	99.80	115.65
1705309	-34.93	77.49	106.61	114.26
1705587	-21.26	63.25	113.41	108.58
1705861	-3.04	66.42	113.41	92.62
1706134	4.55	71.16	129.29	86.34
1706409	-9.11	85.39	104.34	96.09
1706684	-1.52	86.98	111.14	91.00
1706958	13.66	90.14	106.61	81.38
1707234	9.11	88.56	99.80	84.13
1707510	27.33	85.39	99.80	72.25
1707785	9.11	72.74	113.41	82.86
1708060	-0.00	79.07	104.34	90.00
1708334	-1.52	71.16	102.07	91.22
1708609	-7.59	86.98	97.53	94.99
1708884	-12.15	79.07	113.41	98.74
1709163	1.52	80.65	115.68	88.92
1709438	-1.52	74.32	106.61	91.17
1709712	-1.52	93.30	88.46	90.93
1709987	6.07	79.07	122.48	85.61
1710263	1.52	83.81	111.14	88.96
1710536	-10.63	68.00	97.53	98.89
1710811	-27.34	63.25	122.48	113.37
1711087	-30.37	79.07	108.87	111.01
1711361	-42.52	47.44	122.48	131.87
1711635	-41.00	52.18	106.61	128.16
1711910	-37.96	33.21	106.61	138.82
1712185	-34.93	49.02	102.07	125.47
1712460	-33.41	69.58	104.34	115.65
1712736	-7.59	83.81	102.07	95.18
1713013	-15.19	82.23	127.02	100.46
1713289	-18.22	53.77	113.41	108.72
1713562	-45.56	63.25	95.27	125.76
1713837	-42.52	44.28	113.41	133.84
1714111	-56.19	33.21	120.22	149.42
1714385	-54.67	-0.00	140.63	180.00
1714661	-75.93	-6.33	127.02	184.76
1714938	-78.96	-3.16	131.56	182.29
1715212	-78.96	-15.82	154.24	191.33
1715486	-92.63	-11.07	138.36	186.82
1715762	-89.59	-20.56	129.29	192.92
1716035	-75.93	-28.47	145.17	200.55
1716310	-94.15	-31.63	131.56	198.57
1716586	-92.63	-36.37	124.75	201.44
1716859	-100.22	-44.28	117.95	203.84
1717134	-92.63	-33.21	111.14	199.72
1717408	-101.74	-58.51	115.68	209.90
1717682	-100.22	-60.09	131.56	210.95
1717956	-109.33	-60.09	131.56	208.79
1718231	-100.22	-56.93	158.77	209.60
1718507	-100.22	-75.91	145.17	217.14
1718782	-97.19	-91.72	163.31	223.34
1719057	-100.22	-110.70	149.70	227.84
1719331	-106.30	-110.70	149.70	226.16
1719608	-109.33	-126.51	136.09	229.17
1719883	-107.81	-140.74	133.82	232.55
1720162	-74.41	-159.72	151.97	245.02
1720436	-47.08	-181.86	170.12	255.49
1720712	-56.19	-172.37	174.65	251.95
1720988	-60.74	-202.42	172.38	253.30
1721263	-51.63	-205.58	181.46	255.90
1721538	-62.26	-194.51	174.65	252.25
1721814	-54.67	-180.28	163.31	253.13
1722091	-56.19	-216.65	174.65	255.46
1722366	-56.19	-207.16	165.58	254.83
1722643	-44.04	-204.00	174.65	257.82
1722918	-53.15	-194.51	161.04	254.72
1723194	-59.22	-194.51	179.19	253.07
1723469	-45.56	-192.93	181.46	256.71
1723747	-41.00	-181.86	188.26	257.29
1724022	-42.52	-180.28	154.24	256.73
1724298	-74.41	-140.74	165.58	242.14
1724573	-94.15	-113.86	176.92	230.41
1724849	-110.85	-90.14	151.97	219.12
1725123	-86.56	-52.19	124.75	211.09
1725399	-65.30	-4.75	133.82	184.16
1725678	-75.93	-3.16	122.48	182.39
1725954	-60.74	6.32	127.02	174.06
1726228	-60.74	12.65	117.95	168.24
1726503	-88.07	-15.82	99.80	190.18
1726779	-66.82	9.49	145.17	171.92
1727053	-62.26	20.56	120.22	161.73
1727331	-78.96	47.44	104.34	149.00
1727604	-66.82	18.98	136.09	164.15
1727881	-86.56	23.72	129.29	164.67
1728156	-62.26	20.56	133.82	161.73
1728431	-57.70	25.30	127.02	156.32
1728706	-44.04	30.05	138.36	145.70
1728980	-42.52	60.09	104.34	125.28
1729258	-0.00	107.53	104.34	90.00
1729532	-24.30	79.07	117.95	107.08
1729807	-30.37	82.23	108.87	110.27
1730083	-19.74	74.32	111.14	104.88
1730358	-16.71	77.49	93.00	102.17
1730632	-7.59	71.16	133.82	96.09
1730907	-16.71	55.35	124.75	106.80
1731184	-28.85	45.86	120.22	122.18
1731460	-25.82	58.51	133.82	113.81
1731736	-28.85	55.35	115.68	117.53
1732012	-34.93	45.86	111.14	127.29
1732288	-50.11	58.51	102.07	130.58
1732562	-48.59	60.09	113.41	128.96
1732844	-36.45	47.44	131.56	127.53
1733120	-51.63	47.44	117.95	137.42
1733394	-47.08	36.37	115.68	142.31
1733667	-59.22	33.21	115.68	150.72
1733943	-91.11	-3.16	136.09	181.99
1734218	-89.59	-17.40	133.82	190.99
1734493	-88.07	-9.49	136.09	186.15
1734770	-100.22	-22.14	131.56	192.46
1735044	-97.19	-50.61	154.24	207.51
1735317	-100.22	-69.58	149.70	214.77
1735591	-107.81	-99.63	151.97	222.74
1735866	-110.85	-99.63	151.97	221.95
1736140	-98.70	-140.74	170.12	234.96
1736418	-77.44	-150.23	165.58	242.73
1736692	-83.52	-140.74	161.04	239.31
1736968	-91.11	-183.44	158.77	243.59
1737244	-56.19	-166.05	161.04	251.31
1737519	-53.15	-181.86	165.58	253.71
1737794	-60.74	-189.77	172.38	252.25
1738068	-37.96	-175.54	174.65	257.80
1738347	-98.70	-128.09	161.04	232.38
1738621	-100.22	-120.19	149.70	230.18
1738895	-101.74	-55.35	142.90	208.55
1739171	-72.89	-22.14	122.48	196.90
1739447	-75.93	-0.00	122.48	180.00
1739720	-65.30	14.23	106.61	167.70
1739997	-71.37	23.72	124.75	161.62
1740269	-77.44	20.56	124.75	165.13
1740544	-62.26	7.91	133.82	172.76
1740819	-63.78	15.81	113.41	166.08
1741094	-60.74	18.98	117.95	162.65
1741369	-60.74	22.14	136.09	159.97
1741644	-72.89	22.14	122.48	163.11
1741921	-75.93	3.16	131.56	177.62
1742195	-82.00	9.49	127.02	173.40
1742471	-88.07	12.65	113.41	171.83
1742744	-83.52	11.07	115.68	172.45
1743019	-85.04	-9.49	127.02	186.37
1743293	-88.07	-0.00	140.63	180.00
1743568	-78.96	-15.82	145.17	191.33
1743845	-78.96	-44.28	145.17	209.28
1744119	-98.70	-42.70	133.82	203.39
1744393	-91.11	-25.30	131.56	195.52
1744667	-85.04	-44.28	127.02	207.51
1744942	-118.44	-47.44	127.02	201.83
1745216	-100.22	-82.23	163.31	219.37
1745494	-86.56	-109.12	156.51	231.58
1745768	-100.22	-132.84	154.24	232.97
1746042	-91.11	-154.98	163.31	239.55
1746319	-94.15	-142.33	154.24	236.52
1746594	-106.30	-113.86	163.31	226.97
1746869	-92.63	-74.33	133.82	218.74
1747145	-86.56	-36.37	151.97	202.79
1747422	-63.78	6.32	131.56	174.34
1747697	-66.82	18.98	127.02	164.15
1747973	-62.26	26.88	120.22	156.65
1748246	-68.33	30.05	124.75	156.27
1748521	-59.22	39.53	124.75	146.28
1748796	-68.33	20.56	129.29	163.26
1749069	-71.37	20.56	129.29	163.93
1749341	-78.96	-12.65	149.70	189.10
1749616	-86.56	-7.91	138.36	185.22
1749893	-86.56	-36.37	138.36	202.79
1750167	-83.52	-33.21	142.90	201.68
1750441	-65.30	-96.47	165.58	235.91
1750716	-100.22	-110.70	149.70	227.84
1750993	-77.44	-140.74	165.58	241.18
1751269	-80.48	-156.56	151.97	242.79
1751543	-62.26	-181.86	161.04	251.10
1751819	-72.89	-189.77	167.85	248.99
1752093	-85.04	-186.60	172.38	245.50
1752370	-77.44	-175.54	151.97	246.19
1752646	-80.48	-153.40	147.43	242.32
1752925	-107.81	-93.30	147.43	220.87
1753198	-85.04	-41.12	149.70	205.80
1753472	-66.82	-0.00	117.95	180.00
1753747	-54.67	34.79	136.09	147.53
1754022	-42.52	60.09	122.48	125.28
1754297	-25.82	61.67	120.22	112.71
1754583	-30.37	66.42	113.41	114.57
1754858	-30.37	69.58	122.48	113.58
1755134	-27.34	63.25	113.41	113.37
1755410	-18.22	75.91	122.48	103.50
1755684	-25.82	68.00	124.75	110.79
1755960	-39.48	66.42	113.41	120.73
1756234	-37.96	71.16	97.53	118.08
1756513	-9.11	91.72	113.41	95.67
1756787	-24.30	85.39	104.34	105.88
1757062	-37.96	61.67	111.14	121.62
1757336	-39.48	53.77	127.02	126.29
1757612	-36.45	56.93	113.41	122.63
1757886	-54.67	53.77	136.09	135.48
1758163	-50.11	45.86	124.75	137.54
1758438	-34.93	49.02	111.14	125.47
1758714	-45.56	34.79	127.02	142.63
1758990	-54.67	34.79	113.41	147.53
1759265	-53.15	30.05	120.22	150.52
1759541	-54.67	15.81	127.02	163.87
1759815	-68.33	14.23	120.22	168.24
1760094	-77.44	-1.58	124.75	181.17
1760368	-78.96	9.49	108.87	173.15
1760643	-85.04	-22.14	122.48	194.59
1760918	-85.04	-34.79	154.24	202.25
1761191	-103.26	-56.93	140.63	208.87
1761467	-78.96	-60.09	154.24	217.27
1761741	-97.19	-88.56	163.31	222.34
1762018	-119.96	-74.33	138.36	211.78
1762294	-104.78	-77.49	129.29	216.49
1762569	-109.33	-63.26	140.63	210.05
1762843	-106.30	-41.12	122.48	201.15
1763119	-107.81	-20.56	129.29	190.80
1763394	-85.04	9.49	122.48	173.63
1763673	-53.15	36.37	115.68	145.62
1763947	-56.19	17.39	120.22	162.80
1764222	-48.59	28.46	140.63	149.64
1764498	-33.41	41.11	136.09	129.10
1764772	-31.89	33.21	133.82	133.84
1765048	-48.59	69.58	95.27	124.93
1765323	-41.00	83.81	83.92	116.07
1765601	-19.74	86.98	93.00	102.79
1765875	-15.19	69.58	117.95	102.31
1766150	-33.41	63.25	113.41	117.84
1766425	-33.41	69.58	108.87	115.65
1766701	-13.67	61.67	111.14	102.50
1766977	-21.26	69.58	108.87	106.99
1767259	-30.37	69.58	122.48	113.58
1767535	-22.78	68.00	129.29	108.52
1767811	-22.78	68.00	97.53	108.52
1768087	-30.37	69.58	108.87	113.58
1768361	-33.41	75.91	99.80	113.76
1768637	-16.71	61.67	115.68	105.16
1768912	-15.19	60.09	127.02	104.18
1769190	-4.56	64.84	133.82	94.02
1769465	-3.04	82.23	127.02	92.12
1769740	-18.22	75.91	104.34	103.50
1770015	4.55	77.49	102.07	86.64
1770290	12.15	98.04	104.34	82.94
1770565	12.15	69.58	117.95	80.10
1770841	4.55	71.16	129.29	86.34
1771117	-18.22	79.07	117.95	102.98
1771392	-37.96	64.84	120.22	120.35
1771667	-42.52	41.11	122.48	135.96
1771940	-66.82	34.79	127.02	152.50
1772216	-51.63	41.11	108.87	141.47
1772491	-59.22	30.05	129.29	153.10
1772766	-56.19	23.72	120.22	157.11
1773045	-56.19	11.07	115.68	168.86
1773321	-69.85	25.30	122.48	160.09
1773596	-78.96	12.65	113.41	170.90
1773871	-69.85	18.98	136.09	164.80
1774145	-68.33	26.88	115.68	158.53
1774420	-69.85	28.46	108.87	157.83
1774698	-77.44	4.74	147.43	176.50
1774973	-97.19	-6.33	104.34	183.72
1775247	-83.52	-7.91	120.22	185.41
1775522	-83.52	-23.72	115.68	195.86
1775798	-83.52	-33.21	156.51	201.68
1776071	-101.74	-52.19	142.90	207.16
1776345	-107.81	-52.19	129.29	205.83
1776622	-97.19	-47.44	167.85	206.02
1776896	-88.07	-50.61	140.63	209.88
1777169	-85.04	-66.42	163.31	217.99
1777444	-106.30	-69.58	145.17	213.21
1777720	-106.30	-66.42	140.63	212.00
1777994	-94.15	-50.61	131.56	208.26
1778270	-78.96	-44.28	140.63	209.28
1778549	-71.37	-20.56	138.36	196.07
1778825	-59.22	7.91	138.36	172.40
1779099	-65.30	4.74	129.29	175.85
1779375	-77.44	-20.56	124.75	194.87
1779650	-72.89	3.16	113.41	177.52
1779924	-72.89	-6.33	117.95	184.96
1780202	-68.33	20.56	115.68	163.26
1780476	-62.26	14.23	115.68	167.12
1780752	-77.44	4.74	120.22	176.50
1781027	-71.37	4.74	129.29	176.20
1781301	-83.52	-23.72	133.82	195.86
1781575	-95.67	-49.02	133.82	207.13
1781851	-101.74	-55.35	124.75	208.55
1782126	-101.74	-99.63	151.97	224.40
1782402	-86.56	-105.95	151.97	230.75
1782676	-103.26	-107.54	158.77	226.16
1782950	-97.19	-88.56	167.85	222.34
1783227	-98.70	-80.65	151.97	219.25
1783502	-78.96	-41.12	140.63	207.51
1783781	-80.48	-39.54	138.36	206.16
1784055	-101.74	-1.58	106.61	180.89
1784332	-85.04	-6.33	104.34	184.25
1784607	-77.44	4.74	120.22	176.50
1784881	-50.11	17.39	138.36	160.86
1785157	-56.19	14.23	120.22	165.79
1785432	-59.22	20.56	120.22	160.86
1785709	-60.74	34.79	131.56	150.20
1785985	-63.78	12.65	131.56	168.78
1786259	-62.26	11.07	133.82	169.92
1786534	-66.82	12.65	131.56	169.28
1786810	-83.52	-1.58	138.36	181.09
1787085	-82.00	-15.82	131.56	190.92
1787362	-91.11	-44.28	136.09	205.92
1787638	-88.07	-53.77	163.31	211.40
1787914	-100.22	-88.56	145.17	221.46
1788187	-92.63	-128.09	156.51	234.13
1788462	-75.93	-142.33	172.38	241.92
1788737	-57.70	-183.44	163.31	252.54
1789011	-51.63	-186.60	181.46	254.53
1789288	-54.67	-202.42	172.38	254.89
1789563	-57.70	-211.91	172.38	254.77
1789839	-91.11	-180.28	140.63	243.19
1790114	-92.63	-140.74	156.51	236.65
1790389	-74.41	-124.93	165.58	239.22
1790662	-91.11	-85.40	149.70	223.15
1790939	-98.70	-68.00	147.43	214.56
1791214	-80.48	-33.21	124.75	202.42
1791489	-69.85	-9.49	140.63	187.74
1791764	-66.82	-0.00	122.48	180.00
1792037	-98.70	-33.21	133.82	198.60
1792311	-109.33	-88.56	140.63	219.01
1792583	-103.26	-142.33	149.70	234.04
1792859	-56.19	-150.23	165.58	249.49
1793135	-77.44	-137.58	170.12	240.62
1793409	-75.93	-129.67	190.53	239.65
1793684	-80.48	-128.09	165.58	237.86
1793968	-57.70	-202.42	172.38	254.09
1794242	-30.37	-199.26	172.38	261.33
1794514	-16.71	-238.79	174.65	266.00
1794792	-21.26	-240.37	167.85	264.95
1795065	-48.59	-215.07	181.46	257.27
1795341	-60.74	-183.44	167.85	251.68
1795617	-100.22	-151.81	131.56	236.57
1795890	-112.37	-104.37	154.24	222.89
1796165	-88.07	-66.42	158.77	217.02
1796442	-97.19	-41.12	158.77	202.93
1796716	-65.30	-4.75	133.82	184.16
1796992	-68.33	30.05	124.75	156.27
1797267	-53.15	33.21	111.14	148.00
1797540	-39.48	44.28	117.95	131.72
1797816	-59.22	39.53	129.29	146.28
1798090	-44.04	39.53	129.29	138.09
1798368	-59.22	17.39	129.29	163.63
1798643	-77.44	17.39	102.07	167.34
1798918	-86.56	42.70	106.61	153.74
1799193	-69.85	34.79	131.56	153.52
1799469	-50.11	26.88	133.82	151.79
1799744	-37.96	36.37	129.29	136.23
1800022	-34.93	30.05	161.04	139.30
1800297	-39.48	12.65	158.77	162.24
1800573	-21.26	22.14	163.31	133.84
1800849	-34.93	14.23	156.51	157.83
1801124	-19.74	20.56	151.97	133.84
1801400	-28.85	17.39	124.75	148.92
1801675	-44.04	14.23	147.43	162.09
1801953	-45.56	-0.00	149.70	180.00
1802228	-50.11	14.23	147.43	164.15
1802505	-33.41	3.16	140.63	174.59
1802780	-47.08	-1.58	142.90	181.93
1803057	-47.08	1.58	151.97	178.08
1803332	-53.15	11.07	161.04	168.24
1803608	-42.52	3.16	149.70	175.75
1803886	-31.89	4.74	142.90	171.54
1804163	-41.00	14.23	142.90	160.86
1804438	-41.00	7.91	142.90	169.09
1804713	-36.45	-0.00	163.31	180.00
1804989	-36.45	9.49	163.31	165.41
1805264	-41.00	4.74	142.90	173.40
1805542	-51.63	-6.33	158.77	186.99
1805818	-41.00	17.39	156.51	157.01
1806089	-50.11	11.07	151.97	167.54
1806364	-42.52	3.16	145.17	175.75
1806640	-39.48	6.32	140.63	170.90
1806915	-54.67	-12.65	176.92	193.03
1807191	-39.48	12.65	149.70	162.24
1807469	-44.04	11.07	156.51	165.89
1807745	-50.11	14.23	138.36	164.15
1808021	-42.52	9.49	145.17	167.42
1808295	-42.52	9.49	149.70	167.42
1808572	-39.48	-0.00	136.09	180.00
1808848	-33.41	-9.49	131.56	195.86
1809123	-36.45	6.32	145.17	170.16
1809401	-36.45	9.49	140.63	165.41
1809678	-51.63	12.65	122.48	166.23
1809954	-48.59	18.98	145.17	158.67
1810229	-33.41	12.65	149.70	159.26
1810505	-33.41	6.32	145.17	169.28
1810781	-45.56	12.65	158.77	164.48
1811059	-47.08	20.56	138.36	156.41
1811335	-47.08	7.91	151.97	170.47
1811610	-48.59	18.98	136.09	158.67
1811886	-50.11	7.91	147.43	171.03
1812162	-36.45	-3.16	154.24	184.96
1812439	-33.41	-6.33	140.63	190.72
1812713	-37.96	11.07	129.29	163.75
1812992	-56.19	11.07	133.82	168.86
1813268	-45.56	12.65	149.70	164.48
1813544	-50.11	-1.58	147.43	181.81
1813821	-48.59	6.32	136.09	172.58
1814097	-41.00	1.58	151.97	177.79
1814372	-34.93	4.74	142.90	172.27
1814648	-51.63	15.81	158.77	162.97
1814928	-36.45	12.65	122.48	160.86
1815203	-36.45	3.16	149.70	175.04
1815479	-42.52	3.16	140.63	175.75
1815755	-44.04	1.58	156.51	177.94
1816030	-41.00	14.23	161.04	160.86
1816306	-37.96	1.58	147.43	177.62
1816584	-50.11	-17.40	156.51	199.14
1816860	-57.70	-0.00	140.63	180.00
1817136	-42.52	12.65	163.31	163.43
1817412	-41.00	11.07	151.97	164.89
1817688	-30.37	-3.16	149.70	185.95
1817964	-50.11	17.39	133.82	160.86
1818241	-34.93	23.72	142.90	145.82
1818520	-37.96	1.58	138.36	177.62
1818796	-34.93	17.39	142.90	153.53
1819071	-34.93	7.91	142.90	167.25
1819347	-51.63	3.16	140.63	176.50
1819624	-42.52	-3.16	136.09	184.26
1819900	-44.04	7.91	151.97	169.82
1820177	-51.63	18.98	158.77	159.82
1820454	-44.04	4.74	133.82	173.85
1820731	-48.59	12.65	136.09	165.41
1821007	-34.93	-1.58	147.43	182.59
1821283	-42.52	3.16	140.63	175.75
1821559	-47.08	4.74	156.51	174.25
1821836	-44.04	14.23	147.43	162.09
1822112	-41.00	7.91	161.04	169.09
1822391	-47.08	11.07	147.43	166.77
1822666	-37.96	11.07	142.90	163.75
1822943	-48.59	15.81	149.70	161.97
1823219	-41.00	14.23	133.82	160.86
1823496	-51.63	6.32	145.17	173.02
1823772	-34.93	14.23	151.97	157.83
1824051	-44.04	-4.75	138.36	186.15
1824326	-36.45	12.65	154.24	160.86
1824603	-44.04	-1.58	174.65	182.06
1824873	-51.63	-0.00	145.17	180.00
1825149	-39.48	12.65	122.48	162.24
1825425	-45.56	15.81	145.17	160.86
1825701	-45.56	9.49	149.70	168.24
1825981	-36.45	15.81	167.85	156.55
1826256	-50.11	-1.58	151.97	181.81
1826532	-41.00	1.58	156.51	177.79
1826808	-34.93	7.91	142.90	167.25
1827085	-31.89	7.91	147.43	166.08
1827361	-41.00	14.23	165.58	160.86
1827638	-48.59	9.49	154.24	168.95
1827915	-41.00	-7.91	161.04	190.92
1828192	-47.08	4.74	161.04	174.25
1828468	-41.00	14.23	133.82	160.86
1828745	-45.56	6.32	149.70	172.10
1829027	-37.96	11.07	120.22	163.75
1829303	-36.45	9.49	122.48	165.41
1829581	-45.56	15.81	131.56	160.86
1829857	-31.89	4.74	120.22	171.54
1830133	-47.08	4.74	142.90	174.25
1830409	-36.45	9.49	136.09	165.41
1830685	-31.89	4.74	142.90	171.54
1830961	-50.11	7.91	142.90	171.03
1831236	-39.48	9.49	145.17	166.49
1831515	-48.59	3.16	154.24	176.28
1831789	-47.08	11.07	142.90	166.77
1832066	-39.48	18.98	145.17	154.33
1832340	-42.52	12.65	145.17	163.43
1832616	-48.59	-6.33	140.63	187.42
1832893	-42.52	-6.33	154.24	188.46
1833168	-47.08	4.74	138.36	174.25
1833446	-48.59	3.16	136.09	176.28
1833721	-51.63	3.16	149.70	176.50
1833998	-42.52	22.14	136.09	152.50
1834273	-48.59	3.16	127.02	176.28
1834549	-53.15	14.23	133.82	165.01
1834824	-47.08	11.07	147.43	166.77
1835103	-36.45	18.98	149.70	152.50
1835378	-33.41	6.32	131.56	169.28
1835654	-42.52	3.16	158.77	175.75
1835924	-42.52	3.16	154.24	175.75
1836199	-36.45	9.49	145.17	165.41
1836475	-27.34	3.16	154.24	173.40
1836750	-42.52	3.16	140.63	175.75
1837028	-41.00	-1.58	151.97	182.21
1837304	-41.00	4.74	147.43	173.40
1837579	-42.52	3.16	145.17	175.75
1837854	-42.52	12.65	167.85	163.43
1838131	-47.08	4.74	151.97	174.25
1838405	-44.04	4.74	156.51	173.85
1838682	-44.04	1.58	142.90	177.94
1838959	-41.00	17.39	165.58	157.01
